row,col,x,y,z
1,1,392075.0,5121425.0,77.857
1,2,392225.0,5121425.0,81.17
1,3,392375.0,5121425.0,84.202
1,4,392525.0,5121425.0,86.886
1,5,392675.0,5121425.0,89.225
1,6,392825.0,5121425.0,91.293
1,7,392975.0,5121425.0,93.219
1,8,393125.0,5121425.0,95.158
1,9,393275.0,5121425.0,97.266
1,10,393425.0,5121425.0,99.663
1,11,393575.0,5121425.0,102.411
1,12,393725.0,5121425.0,105.499
2,1,392075.0,5121275.0,79.483
2,2,392225.0,5121275.0,82.795
2,3,392375.0,5121275.0,85.827
2,4,392525.0,5121275.0,88.511
2,5,392675.0,5121275.0,90.85
2,6,392825.0,5121275.0,92.919
2,7,392975.0,5121275.0,94.844
2,8,393125.0,5121275.0,96.783
2,9,393275.0,5121275.0,98.891
2,10,393425.0,5121275.0,101.288
2,11,393575.0,5121275.0,104.036
2,12,393725.0,5121275.0,107.124
3,1,392075.0,5121125.0,81.018
3,2,392225.0,5121125.0,84.33
3,3,392375.0,5121125.0,87.362
3,4,392525.0,5121125.0,90.046
3,5,392675.0,5121125.0,92.386
3,6,392825.0,5121125.0,94.454
3,7,392975.0,5121125.0,96.379
3,8,393125.0,5121125.0,98.318
3,9,393275.0,5121125.0,100.427
3,10,393425.0,5121125.0,102.824
3,11,393575.0,5121125.0,105.571
3,12,393725.0,5121125.0,108.66
4,1,392075.0,5120975.0,82.499
4,2,392225.0,5120975.0,85.811
4,3,392375.0,5120975.0,88.843
4,4,392525.0,5120975.0,91.527
4,5,392675.0,5120975.0,93.867
4,6,392825.0,5120975.0,95.935
4,7,392975.0,5120975.0,97.86
4,8,393125.0,5120975.0,99.799
4,9,393275.0,5120975.0,101.907
4,10,393425.0,5120975.0,104.305
4,11,393575.0,5120975.0,107.052
4,12,393725.0,5120975.0,110.141
5,1,392075.0,5120825.0,83.969
5,2,392225.0,5120825.0,87.281
5,3,392375.0,5120825.0,90.313
5,4,392525.0,5120825.0,92.997
5,5,392675.0,5120825.0,95.337
5,6,392825.0,5120825.0,97.405
5,7,392975.0,5120825.0,99.33
5,8,393125.0,5120825.0,101.269
5,9,393275.0,5120825.0,103.378
5,10,393425.0,5120825.0,105.775
5,11,393575.0,5120825.0,108.522
5,12,393725.0,5120825.0,111.611
6,1,392075.0,5120675.0,85.473
6,2,392225.0,5120675.0,88.785
6,3,392375.0,5120675.0,91.817
6,4,392525.0,5120675.0,94.501
6,5,392675.0,5120675.0,96.841
6,6,392825.0,5120675.0,98.909
6,7,392975.0,5120675.0,100.834
6,8,393125.0,5120675.0,102.773
6,9,393275.0,5120675.0,104.882
6,10,393425.0,5120675.0,107.279
6,11,393575.0,5120675.0,110.026
6,12,393725.0,5120675.0,113.115
7,1,392075.0,5120525.0,87.051
7,2,392225.0,5120525.0,90.363
7,3,392375.0,5120525.0,93.395
7,4,392525.0,5120525.0,96.079
7,5,392675.0,5120525.0,98.419
7,6,392825.0,5120525.0,100.487
7,7,392975.0,5120525.0,102.412
7,8,393125.0,5120525.0,104.351
7,9,393275.0,5120525.0,106.459
7,10,393425.0,5120525.0,108.857
7,11,393575.0,5120525.0,111.604
7,12,393725.0,5120525.0,114.692
8,1,392075.0,5120375.0,88.733
8,2,392225.0,5120375.0,92.045
8,3,392375.0,5120375.0,95.077
8,4,392525.0,5120375.0,97.761
8,5,392675.0,5120375.0,100.101
8,6,392825.0,5120375.0,102.169
8,7,392975.0,5120375.0,104.094
8,8,393125.0,5120375.0,106.033
8,9,393275.0,5120375.0,108.142
8,10,393425.0,5120375.0,110.539
8,11,393575.0,5120375.0,113.286
8,12,393725.0,5120375.0,116.375
9,1,392075.0,5120225.0,90.535
9,2,392225.0,5120225.0,93.847
9,3,392375.0,5120225.0,96.879
9,4,392525.0,5120225.0,99.563
9,5,392675.0,5120225.0,101.903
9,6,392825.0,5120225.0,103.971
9,7,392975.0,5120225.0,105.896
9,8,393125.0,5120225.0,107.836
9,9,393275.0,5120225.0,109.944
9,10,393425.0,5120225.0,112.341
9,11,393575.0,5120225.0,115.088
9,12,393725.0,5120225.0,118.177
10,1,392075.0,5120075.0,92.457
10,2,392225.0,5120075.0,95.769
10,3,392375.0,5120075.0,98.801
10,4,392525.0,5120075.0,101.485
10,5,392675.0,5120075.0,103.825
10,6,392825.0,5120075.0,105.893
10,7,392975.0,5120075.0,107.818
10,8,393125.0,5120075.0,109.758
10,9,393275.0,5120075.0,111.866
10,10,393425.0,5120075.0,114.263
10,11,393575.0,5120075.0,117.01
10,12,393725.0,5120075.0,120.099
